root,verb_entry_id,entry_type,measure,status,meaning,current_past,current_present,current_imperative,qutrub_result,qutrub_future_type,qutrub_past,qutrub_present,qutrub_imperative,past_match,present_match,imperative_match,safe_corrections,qutrub_url
فهم,فهم-main,Main,I,ai_draft,To understand,فهم,يفهم,افهم,ambiguous_future_type,,فَهَمَ,,,False,,,,https://qutrub.arabeyes.org/?verb=فهم
ضيق,ضيق-main,Main,III,ai_draft,"To annoy, irritate",ضايق,يضايق,ضايق,unambiguous,فتحة,ضَايَقَ,يُضَايِقُ,ضَايِقْ,False,False,False,past=ضَايَقَ; present=يُضَايِقُ; imperative=ضَايِقْ,https://qutrub.arabeyes.org/?verb=ضايق
أتي,أتي-main,Main,I,ai_draft,"To come, arrive",أتى,يأتي,ائت,ambiguous_future_type,,أَتَى,,,False,,,,https://qutrub.arabeyes.org/?verb=أتى
حرم,حرم-main,Main,VIII,ai_draft,To respect,احترم,يحترم,احترم,unambiguous,فتحة,اِحْتَرَمَ,يَحْتَرِمُ,اِحْتَرِمْ,False,False,False,past=اِحْتَرَمَ; present=يَحْتَرِمُ; imperative=اِحْتَرِمْ,https://qutrub.arabeyes.org/?verb=احترم
حرم,حرم-csv-360,Variant,I,ai_draft,"To be forbidden, unlawful",حرم,يحرم,احرم,ambiguous_future_type,,حَرَمَ,,,False,,,,https://qutrub.arabeyes.org/?verb=حرم
حرم,حرم-csv-414,Variant,II,ai_draft,"To forbid, declare unlawful",حرم,يحرم,حرم,ambiguous_future_type,,حَرَمَ,,,False,,,,https://qutrub.arabeyes.org/?verb=حرم
خبر,خبر-main,Main,IV,ai_draft,To inform,أخبر,يخبر,أخبر,unambiguous,فتحة,أَخْبَرَ,يُخْبِرُ,أَخْبِرْ,False,False,False,past=أَخْبَرَ; present=يُخْبِرُ; imperative=أَخْبِرْ,https://qutrub.arabeyes.org/?verb=أخبر
خطأ,خطأ-main,Main,IV,ai_draft,"To be mistaken, to be wrong",أخطأ,يخطئ,أخطئ,unambiguous,فتحة,أَخْطَأَ,يُخْطِئُ,أَخْطِئْ,False,False,False,past=أَخْطَأَ; present=يُخْطِئُ; imperative=أَخْطِئْ,https://qutrub.arabeyes.org/?verb=أخطأ
بثث,بثث-main,Main,I,ai_draft,"To spread, propagate",بثّ,يبثّ,بثّ,ambiguous_future_type,,بَثَّ,,,False,,,,https://qutrub.arabeyes.org/?verb=بثّ
تمم,تمم-main,Main,IV,ai_draft,"To complete, finish",أتمّ,يتمّ,أتمّ,unambiguous,فتحة,أَتَمَّ,يُتِمُّ,أَتْمِمْ,False,False,False,past=أَتَمَّ; present=يُتِمُّ; imperative=أَتْمِمْ,https://qutrub.arabeyes.org/?verb=أتمّ
مزق,مزق-main,Main,II,ai_draft,"To tear up, rip apart",مزّق,يمزق,مزق,unambiguous,فتحة,مَزَّقَ,يُمَزِّقُ,مَزِّقْ,False,False,False,past=مَزَّقَ; present=يُمَزِّقُ; imperative=مَزِّقْ,https://qutrub.arabeyes.org/?verb=مزّق
نقض,نقض-main,Main,VI,ai_draft,To contradict,تناقض,يتناقض,تناقض,unambiguous,فتحة,تَنَاقَضَ,يَتَنَاقَضُ,تَنَاقَضْ,False,False,False,past=تَنَاقَضَ; present=يَتَنَاقَضُ; imperative=تَنَاقَضْ,https://qutrub.arabeyes.org/?verb=تناقض
قلد,قلد-main,Main,II,ai_draft,"To imitate, copy",قلّد,يقلد,قلد,unambiguous,فتحة,قَلَّدَ,يُقَلِّدُ,قَلِّدْ,False,False,False,past=قَلَّدَ; present=يُقَلِّدُ; imperative=قَلِّدْ,https://qutrub.arabeyes.org/?verb=قلّد
كلف,كلف-main,Main,II,ai_draft,To require; ask someone to do (something),كلّف,يكلف,كلف,unambiguous,فتحة,كَلَّفَ,يُكَلِّفُ,كَلِّفْ,False,False,False,past=كَلَّفَ; present=يُكَلِّفُ; imperative=كَلِّفْ,https://qutrub.arabeyes.org/?verb=كلّف
ولي,ولي-main,Main,II,ai_draft,"To empower, authorise, appoint as ruler",ولّى,يولي,ول,unambiguous,فتحة,وَلَّى,يُوَلِّي,وَلِّ,False,False,False,past=وَلَّى; present=يُوَلِّي; imperative=وَلِّ,https://qutrub.arabeyes.org/?verb=ولّى
ولي,ولي-quranic-turnaway,Variant,V,ai_draft,turning away; taking as ally,تَوَلَّى,يَتَوَلَّى,تَوَلَّ,unambiguous,فتحة,تَوَلَّى,يَتَوَلَّى,تَوَلَّ,True,True,True,,https://qutrub.arabeyes.org/?verb=تَوَلَّى
نسي,نسي-main,Main,I,ai_draft,To forget,نسي,ينسى,انس,ambiguous_future_type,,نَسِيَ,,,False,,,,https://qutrub.arabeyes.org/?verb=نسي
وحد,وحد-main,Main,VIII,ai_draft,To unite,اتّحد,يتّحد,اتّحد,unambiguous,فتحة,اِتَّحَدَ,يَتَّحِدُ,اِتَّحِدْ,False,False,False,past=اِتَّحَدَ; present=يَتَّحِدُ; imperative=اِتَّحِدْ,https://qutrub.arabeyes.org/?verb=اتّحد
وحد,وحد-csv-228,Variant,II,ai_draft,"To unite, make",وحّد,يوحد,وحد,unambiguous,فتحة,وَحَّدَ,يُوَحِّدُ,وَحِّدْ,False,False,False,past=وَحَّدَ; present=يُوَحِّدُ; imperative=وَحِّدْ,https://qutrub.arabeyes.org/?verb=وحّد
عون,عون-main,Main,X,ai_draft,To seek help,استعان,يستعين,استعن,unambiguous,فتحة,اِسْتَعَانَ,يَسْتَعِينُ,اِسْتَعِنْ,False,False,False,past=اِسْتَعَانَ; present=يَسْتَعِينُ; imperative=اِسْتَعِنْ,https://qutrub.arabeyes.org/?verb=استعان
عون,عون-csv-244,Variant,VI,ai_draft,To assist/support one another,تعاون,يتعاون,تعاون,unambiguous,فتحة,تَعَاوَنَ,يَتَعَاوَنُ,تَعَاوَنْ,False,False,False,past=تَعَاوَنَ; present=يَتَعَاوَنُ; imperative=تَعَاوَنْ,https://qutrub.arabeyes.org/?verb=تعاون
شغل,شغل-main,Main,VIII,ai_draft,"To be busy/ distracted, to work",اشتغل,يشتغل,اشتغل,unambiguous,فتحة,اِشْتَغَلَ,يَشْتَغِلُ,اِشْتَغِلْ,False,False,False,past=اِشْتَغَلَ; present=يَشْتَغِلُ; imperative=اِشْتَغِلْ,https://qutrub.arabeyes.org/?verb=اشتغل
شغل,شغل-csv-261,Variant,I,ai_draft,"To engage, keep busy",شغل,يشغل,اشغل,ambiguous_future_type,,شَغَلَ,,,False,,,,https://qutrub.arabeyes.org/?verb=شغل
نقذ,نقذ-main,Main,IV,ai_draft,"To rescue, save",أنقذ,ينقذ,أنقذ,unambiguous,فتحة,أَنْقَذَ,يُنْقِذُ,أَنْقِذْ,False,False,False,past=أَنْقَذَ; present=يُنْقِذُ; imperative=أَنْقِذْ,https://qutrub.arabeyes.org/?verb=أنقذ
خصر,خصر-main,Main,VIII,ai_draft,"To summarise, abbreviate",اختصر,يختصر,اختصر,unambiguous,فتحة,اِخْتَصَرَ,يَخْتَصِرُ,اِخْتَصِرْ,False,False,False,past=اِخْتَصَرَ; present=يَخْتَصِرُ; imperative=اِخْتَصِرْ,https://qutrub.arabeyes.org/?verb=اختصر
شمل,شمل-main,Main,I,ai_draft,"To encompass, include",شمل,يشمل,اشمل,ambiguous_future_type,,شَمَلَ,,,False,,,,https://qutrub.arabeyes.org/?verb=شمل
نزع,نزع-main,Main,III,ai_draft,"To dispute (with), argue (with)",نازع,ينازع,نازع,unambiguous,فتحة,نَازَعَ,يُنَازِعُ,نَازِعْ,False,False,False,past=نَازَعَ; present=يُنَازِعُ; imperative=نَازِعْ,https://qutrub.arabeyes.org/?verb=نازع
نتج,نتج-main,Main,IV,ai_draft,To produce,أنتج,ينتج,أنتج,unambiguous,فتحة,أَنْتَجَ,يُنْتِجُ,أَنْتِجْ,False,False,False,past=أَنْتَجَ; present=يُنْتِجُ; imperative=أَنْتِجْ,https://qutrub.arabeyes.org/?verb=أنتج
غزو,غزو-main,Main,I,ai_draft,"To attack, assault",غزا,يغزو,اغز,ambiguous_future_type,,غَزَا,,,False,,,,https://qutrub.arabeyes.org/?verb=غزا
فيد,فيد-main,Main,IV,ai_draft,"To benefit, serve",أفاد,يفيد,أفد,unambiguous,فتحة,أَفَادَ,يُفِيدُ,أَفِدْ,False,False,False,past=أَفَادَ; present=يُفِيدُ; imperative=أَفِدْ,https://qutrub.arabeyes.org/?verb=أفاد
فيد,فيد-csv-283,Variant,X,ai_draft,To benefit from/by,استفاد,يستفيد,استفد,unambiguous,فتحة,اِسْتَفَادَ,يَسْتَفِيدُ,اِسْتَفِدْ,False,False,False,past=اِسْتَفَادَ; present=يَسْتَفِيدُ; imperative=اِسْتَفِدْ,https://qutrub.arabeyes.org/?verb=استفاد
رعي,رعي-main,Main,I,ai_draft,To tend (a flock of animals),رعى,يرعى,ارع,ambiguous_future_type,,رَعَى,,,False,,,,https://qutrub.arabeyes.org/?verb=رعى
رعي,رعي-csv-324,Variant,III,ai_draft,"To observe, comply with",راعى,يراعي,راع,unambiguous,فتحة,رَاعَى,يُرَاعِي,رَاعِ,False,False,False,past=رَاعَى; present=يُرَاعِي; imperative=رَاعِ,https://qutrub.arabeyes.org/?verb=راعى
زرع,زرع-main,Main,I,ai_draft,"To crop, cultivate (agriculture)",زرع,يزرع,ازرع,ambiguous_future_type,,زَرَعَ,,,False,,,,https://qutrub.arabeyes.org/?verb=زرع
شرق,شرق-main,Main,X,ai_draft,"To orientalise, interest in studying the eastern world",استشرق,يستشرق,استشرق,unambiguous,فتحة,اِسْتَشْرَقَ,يَسْتَشْرِقُ,اِسْتَشْرِقْ,False,False,False,past=اِسْتَشْرَقَ; present=يَسْتَشْرِقُ; imperative=اِسْتَشْرِقْ,https://qutrub.arabeyes.org/?verb=استشرق
قرر,قرر-main,Main,X,ai_draft,To be settled,استقرّ,يستقرّ,استقرّ,unambiguous,فتحة,اِسْتَقَرَّ,يَسْتَقِرُّ,اِسْتَقْرِرْ,False,False,False,past=اِسْتَقَرَّ; present=يَسْتَقِرُّ; imperative=اِسْتَقْرِرْ,https://qutrub.arabeyes.org/?verb=استقرّ
قرر,قرر-csv-442,Variant,II,ai_draft,To establish,قرر,يقرر,قرر,ambiguous_future_type,,قَرَرَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قرر
أيد,أيد-main,Main,II,ai_draft,"To advocate, support",أيّد,يؤيد,أيد,unambiguous,فتحة,أَيَّدَ,يُؤَيِّدُ,أَيِّدْ,False,False,False,past=أَيَّدَ; present=يُؤَيِّدُ; imperative=أَيِّدْ,https://qutrub.arabeyes.org/?verb=أيّد
بحث,بحث-main,Main,I,ai_draft,To search,بحث,يبحث,ابحث,ambiguous_future_type,,بَحَثَ,,,False,,,,https://qutrub.arabeyes.org/?verb=بحث
متع,متع-main,Main,V,ai_draft,To take pleasure in,تمتّع,يتمتّع,تمتّع,unambiguous,فتحة,تَمَتَّعَ,يَتَمَتَّعُ,تَمَتَّعْ,False,False,False,past=تَمَتَّعَ; present=يَتَمَتَّعُ; imperative=تَمَتَّعْ,https://qutrub.arabeyes.org/?verb=تمتّع
حمي,حمي-main,Main,I,ai_draft,To protect,حمى,يحمي,احم,ambiguous_future_type,,حَمَى,,,False,,,,https://qutrub.arabeyes.org/?verb=حمى
خصص,خصص-main,Main,I,ai_draft,To have to do with,خصّ,يخصّ,خصّ,ambiguous_future_type,,خَصَّ,,,False,,,,https://qutrub.arabeyes.org/?verb=خصّ
خصص,خصص-csv-338,Variant,II,ai_draft,To allocate,خصص,يخصص,خصص,ambiguous_future_type,,خَصَصَ,,,False,,,,https://qutrub.arabeyes.org/?verb=خصص
ذوق,ذوق-main,Main,I,ai_draft,"To experience, taste",ذاق,يذوق,ذق,ambiguous_future_type,,ذَاقَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ذاق
عقب,عقب-main,Main,III,ai_draft,To punish,عاقب,يعاقب,عاقب,unambiguous,فتحة,عَاقَبَ,يُعَاقِبُ,عَاقِبْ,False,False,False,past=عَاقَبَ; present=يُعَاقِبُ; imperative=عَاقِبْ,https://qutrub.arabeyes.org/?verb=عاقب
قبض,قبض-main,Main,I,ai_draft,"To arrest, seize, apprehend",قبض,يقبض,اقبض,ambiguous_future_type,,قَبَضَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قبض
نشط,نشط-main,Main,I,ai_draft,"To be active, to proceed",نشط,ينشط,انشط,ambiguous_future_type,,نَشَطَ,,,False,,,,https://qutrub.arabeyes.org/?verb=نشط
نفذ,نفذ-main,Main,II,ai_draft,"To adhere to, carry out",نفّذ,ينفذ,نفذ,unambiguous,فتحة,نَفَّذَ,يُنَفِّذُ,نَفِّذْ,False,False,False,past=نَفَّذَ; present=يُنَفِّذُ; imperative=نَفِّذْ,https://qutrub.arabeyes.org/?verb=نفّذ
قرن,قرن-main,Main,III,ai_draft,To compare,قارن,يقارن,قارن,unambiguous,فتحة,قَارَنَ,يُقَارِنُ,قَارِنْ,False,False,False,past=قَارَنَ; present=يُقَارِنُ; imperative=قَارِنْ,https://qutrub.arabeyes.org/?verb=قارن
غصب,غصب-main,Main,VIII,ai_draft,"To rape, take by force",اغتصب,يغتصب,اغتصب,unambiguous,فتحة,اِغْتَصَبَ,يَغْتَصِبُ,اِغْتَصِبْ,False,False,False,past=اِغْتَصَبَ; present=يَغْتَصِبُ; imperative=اِغْتَصِبْ,https://qutrub.arabeyes.org/?verb=اغتصب
سوي,سوي-main,Main,III,ai_draft,To be equivalent to,ساوى,يساوي,ساو,unambiguous,فتحة,سَاوَى,يُسَاوِي,سَاوِ,False,False,False,past=سَاوَى; present=يُسَاوِي; imperative=سَاوِ,https://qutrub.arabeyes.org/?verb=ساوى
سوي,سوي-csv-527,Variant,II,ai_draft,"To equalize, make equal",سوى,يسوي,سو,ambiguous_future_type,,سَوَى,,,False,,,,https://qutrub.arabeyes.org/?verb=سوى
دوم,دوم-main,Main,IV,ai_draft,"To make permanent, maintain, preserve",أدام,يديم,أدم,unambiguous,فتحة,أَدَامَ,يُدِيمُ,أَدِمْ,False,False,False,past=أَدَامَ; present=يُدِيمُ; imperative=أَدِمْ,https://qutrub.arabeyes.org/?verb=أدام
أمن,أمن-main,Main,I,ai_draft,"To be safe, secure",أمن,يأمن,ائمن,ambiguous_future_type,,أَمَنَ,,,False,,,,https://qutrub.arabeyes.org/?verb=أمن
أمن,أمن-quranic-believe,Variant,IV,ai_draft,believing,آمَنَ,يُؤْمِنُ,آمِنْ,unambiguous,فتحة,آمَنَ,يُؤْمِنُ,آمِنْ,True,True,True,,https://qutrub.arabeyes.org/?verb=آمَنَ
لهب,لهب-main,Main,VIII,ai_draft,To inflame,التهب,يلتهب,التهب,unambiguous,فتحة,اِلْتَهَبَ,يَلْتَهِبُ,اِلْتَهِبْ,False,False,False,past=اِلْتَهَبَ; present=يَلْتَهِبُ; imperative=اِلْتَهِبْ,https://qutrub.arabeyes.org/?verb=التهب
لقي,لقي-main,Main,IV,ai_draft,To throw,ألقى,يلقي,ألق,unambiguous,فتحة,أَلْقَى,يُلْقِي,أَلْقِ,False,False,False,past=أَلْقَى; present=يُلْقِي; imperative=أَلْقِ,https://qutrub.arabeyes.org/?verb=ألقى
لقي,لقي-csv-511,Variant,III,ai_draft,"To meet, encounter",لاقى,يلاقي,لاق,unambiguous,فتحة,لَاقَى,يُلَاقِي,لَاقِ,False,False,False,past=لَاقَى; present=يُلَاقِي; imperative=لَاقِ,https://qutrub.arabeyes.org/?verb=لاقى
لقي,لقي-quranic-meet,Variant,I,ai_draft,"meeting, encountering",لَقِيَ,يَلْقَى,اِلْقَ,matched_existing_future_type,فتحة,لَقِيَ,يَلْقَى,اِلْقَ,True,True,True,,https://qutrub.arabeyes.org/?verb=لَقِيَ
سبب,سبب-main,Main,II,ai_draft,To cause,سبّب,يسبب,سبب,unambiguous,فتحة,سَبَّبَ,يُسَبِّبُ,سَبِّبْ,False,False,False,past=سَبَّبَ; present=يُسَبِّبُ; imperative=سَبِّبْ,https://qutrub.arabeyes.org/?verb=سبّب
حير,حير-main,Main,II,ai_draft,"To confuse, puzzle, perplex",حيّر,يحير,حير,unambiguous,فتحة,حَيَّرَ,يُحَيِّرُ,حَيِّرْ,False,False,False,past=حَيَّرَ; present=يُحَيِّرُ; imperative=حَيِّرْ,https://qutrub.arabeyes.org/?verb=حيّر
تلف,تلف-main,Main,IV,ai_draft,To damage,أتلف,يتلف,أتلف,unambiguous,فتحة,أَتْلَفَ,يُتْلِفُ,أَتْلِفْ,False,False,False,past=أَتْلَفَ; present=يُتْلِفُ; imperative=أَتْلِفْ,https://qutrub.arabeyes.org/?verb=أتلف
دفن,دفن-main,Main,I,ai_draft,To bury,دفن,يدفن,ادفن,ambiguous_future_type,,دَفَنَ,,,False,,,,https://qutrub.arabeyes.org/?verb=دفن
غرس,غرس-main,Main,I,ai_draft,To plant,غرس,يغرس,اغرس,ambiguous_future_type,,غَرَسَ,,,False,,,,https://qutrub.arabeyes.org/?verb=غرس
رقب,رقب-main,Main,III,ai_draft,To monitor,راقب,يراقب,راقب,unambiguous,فتحة,رَاقَبَ,يُرَاقِبُ,رَاقِبْ,False,False,False,past=رَاقَبَ; present=يُرَاقِبُ; imperative=رَاقِبْ,https://qutrub.arabeyes.org/?verb=راقب
حوط,حوط-main,Main,VIII,ai_draft,"To be cautious, careful",احتاط,يحتاط,احتط,unambiguous,فتحة,اِحْتَاطَ,يَحْتَاطُ,اِحْتَطْ,False,False,False,past=اِحْتَاطَ; present=يَحْتَاطُ; imperative=اِحْتَطْ,https://qutrub.arabeyes.org/?verb=احتاط
غلل,غلل-main,Main,X,ai_draft,"To benefit from/by, exploit",استغلّ,يستغلّ,استغلّ,unambiguous,فتحة,اِسْتَغَلَّ,يَسْتَغِلُّ,اِسْتَغْلِلْ,False,False,False,past=اِسْتَغَلَّ; present=يَسْتَغِلُّ; imperative=اِسْتَغْلِلْ,https://qutrub.arabeyes.org/?verb=استغلّ
خفض,خفض-main,Main,VII,ai_draft,"To decrease, become less",انخفض,ينخفض,انخفض,unambiguous,فتحة,اِنْخَفَضَ,يَنْخَفِضُ,اِنْخَفِضْ,False,False,False,past=اِنْخَفَضَ; present=يَنْخَفِضُ; imperative=اِنْخَفِضْ,https://qutrub.arabeyes.org/?verb=انخفض
خفض,خفض-csv-520,Variant,I,ai_draft,To lower,خفض,يخفض,اخفض,ambiguous_future_type,,خَفَضَ,,,False,,,,https://qutrub.arabeyes.org/?verb=خفض
بذر,بذر-main,Main,II,ai_draft,To waste,بذّر,يبذر,بذر,unambiguous,فتحة,بَذَّرَ,يُبَذِّرُ,بَذِّرْ,False,False,False,past=بَذَّرَ; present=يُبَذِّرُ; imperative=بَذِّرْ,https://qutrub.arabeyes.org/?verb=بذّر
جمل,جمل-main,Main,II,ai_draft,To beatify,جمّل,يجمل,جمل,unambiguous,فتحة,جَمَّلَ,يُجَمِّلُ,جَمِّلْ,False,False,False,past=جَمَّلَ; present=يُجَمِّلُ; imperative=جَمِّلْ,https://qutrub.arabeyes.org/?verb=جمّل
برد,برد-main,Main,II,ai_draft,"To cool, freeze, refrigerate",برّد,يبرد,برد,unambiguous,فتحة,بَرَّدَ,يُبَرِّدُ,بَرِّدْ,False,False,False,past=بَرَّدَ; present=يُبَرِّدُ; imperative=بَرِّدْ,https://qutrub.arabeyes.org/?verb=برّد
برد,برد-csv-419,Variant,I,ai_draft,"To be cold, cool",برد,يبرد,ابرد,ambiguous_future_type,,بَرَدَ,,,False,,,,https://qutrub.arabeyes.org/?verb=برد
سخن,سخن-main,Main,II,ai_draft,To warm up,سخّن,يسخن,سخن,unambiguous,فتحة,سَخَّنَ,يُسَخِّنُ,سَخِّنْ,False,False,False,past=سَخَّنَ; present=يُسَخِّنُ; imperative=سَخِّنْ,https://qutrub.arabeyes.org/?verb=سخّن
